AggregationMethod,Date,Version,AirportName,PercentOfBaseline,Centroid,City,State,ISO_3166_2,Country,Geography
Daily,2020-09-16,1.0,Edmonton International,77,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-10-10,1.0,Edmonton International,92,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-10-16,1.0,Edmonton International,100,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-11-11,1.0,Edmonton International,48,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-03-19,1.0,Edmonton International,74,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-05-29,1.0,Edmonton International,41,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-06-09,1.0,Edmonton International,70,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-03-23,1.0,Edmonton International,51,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-03-30,1.0,Edmonton International,34,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-05-02,1.0,Edmonton International,26,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-05-19,1.0,Edmonton International,75,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-06-07,1.0,Edmonton International,91,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-06-11,1.0,Edmonton International,76,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-07-02,1.0,Edmonton International,74,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-08-18,1.0,Edmonton International,100,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-10-03,1.0,Edmonton International,100,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-12-02,1.0,Edmonton International,100,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-05-07,1.0,Edmonton International,76,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-05-13,1.0,Edmonton International,59,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-08-03,1.0,Edmonton International,11,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-04-27,1.0,Edmonton International,65,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-05-26,1.0,Edmonton International,58,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-07-25,1.0,Edmonton International,33,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-07-30,1.0,Edmonton International,87,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-04-02,1.0,Edmonton International,100,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-11-07,1.0,Edmonton International,52,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-11-30,1.0,Edmonton International,100,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-09-29,1.0,Edmonton International,81,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-10-20,1.0,Edmonton International,100,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-08-15,1.0,Edmonton International,92,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-09-01,1.0,Edmonton International,38,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-03-28,1.0,Edmonton International,46,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-06-26,1.0,Edmonton International,89,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-09-15,1.0,Edmonton International,92,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-04-13,1.0,Edmonton International,32,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-08-06,1.0,Edmonton International,60,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-08-08,1.0,Edmonton International,59,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-08-12,1.0,Edmonton International,100,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-11-03,1.0,Edmonton International,88,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-05-28,1.0,Edmonton International,60,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-07-05,1.0,Edmonton International,100,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-08-27,1.0,Edmonton International,57,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-09-10,1.0,Edmonton International,71,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-10-08,1.0,Edmonton International,100,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-03-27,1.0,Edmonton International,77,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-07-26,1.0,Edmonton International,61,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-08-04,1.0,Edmonton International,90,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-08-10,1.0,Edmonton International,76,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-08-30,1.0,Edmonton International,71,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-09-03,1.0,Edmonton International,87,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-09-27,1.0,Edmonton International,91,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-10-06,1.0,Edmonton International,100,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-10-09,1.0,Edmonton International,89,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-10-28,1.0,Edmonton International,100,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-11-24,1.0,Edmonton International,81,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
Daily,2020-03-26,1.0,Edmonton International,48,POINT(-113.576260685047 53.308783097969),Leduc County,Alberta,CA-AB,Canada,"POLYGON((-113.568120002747 53.3110445425655, -113.571274280548 53.3110573628914, -113.573355674744 53.3111855659391, -113.576016426086 53.3118137553071, -113.579256534576 53.3130829260288, -113.582003116608 53.3106214696496, -113.581767082214 53.3099035181371, -113.58466386795 53.3095317170729, -113.584170341492 53.3058904596611, -113.568205833435 53.3062110053492, -113.568120002747 53.3110445425655))"
